Date_reported,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-07-21,60012,3853351,932,145801
2020-07-22,58519,3911870,867,146668
2020-07-23,63336,3975206,1193,147861
2020-07-24,72416,4047622,1191,149052
2020-07-25,73142,4120764,1254,150306
2020-07-26,73152,4193916,1284,151590
2020-07-27,61596,4255512,1148,152738
2020-07-28,57759,4313271,951,153689
2020-07-29,54007,4367278,936,154625
2020-07-30,58708,4425986,1163,155788
2020-07-31,64855,4490841,1179,156967
2020-08-01,66141,4556982,1400,158367
2020-08-02,68184,4625166,1369,159736
2020-08-03,56412,4681578,1164,160900
2020-08-04,50849,4732427,922,161822
2020-08-05,45329,4777756,853,162675
2020-08-06,52056,4829812,1072,163747
2020-08-07,55592,4885404,1260,165007
2020-08-08,53165,4938569,1211,166218
2020-08-09,62506,5001075,1317,167535
2020-08-10,51679,5052754,1043,168578
2020-08-11,46473,5099227,900,169478
2020-08-12,43377,5142604,795,170273
2020-08-13,58958,5201562,1098,171371
2020-08-14,54392,5255954,1326,172697
2020-08-15,51522,5307476,1195,173892
2020-08-16,56261,5363737,1047,174939
2020-08-17,51137,5414874,952,175891
2020-08-18,41495,5456369,889,176780
2020-08-19,41589,5497958,637,177417
2020-08-20,41625,5539583,928,178345
2020-08-21,46574,5586157,1264,179609
2020-08-22,46187,5632344,1000,180609
2020-08-23,47181,5679525,1007,181616
2020-08-24,42550,5722075,1006,182622
2020-08-25,36210,5758285,836,183458
2020-08-26,35716,5794001,584,184042
2020-08-27,40574,5834575,880,184922
2020-08-28,46430,5881005,1062,185984
2020-08-29,46920,5927925,940,186924
2020-08-30,46546,5974471,1035,187959
2020-08-31,40908,6015379,839,188798
2020-09-01,36635,6052014,717,189515
2020-09-02,38696,6090710,553,190068
2020-09-03,39178,6129888,860,190928
2020-09-04,43647,6173535,884,191812
2020-09-05,45272,6218807,948,192760
2020-09-06,50917,6269724,904,193664
2020-09-07,41129,6310853,801,194465
2020-09-08,34237,6345090,685,195150
2020-09-09,24876,6369966,417,195567
2020-09-10,28054,6398020,553,196120
2020-09-11,34660,6432680,826,196946
2020-09-12,38583,6471263,832,197778
2020-09-13,44082,6515345,863,198641
2020-09-14,40371,6555716,662,199303
2020-09-15,32888,6588604,720,200023
2020-09-16,34336,6622940,359,200382
2020-09-17,36815,6659755,801,201183
2020-09-18,43910,6703665,1099,202282
2020-09-19,44530,6748195,732,203014
2020-09-20,48127,6796322,803,203817
2020-09-21,42181,6838503,674,204491
2020-09-22,34450,6872953,484,204975
2020-09-23,41398,6914351,537,205512
2020-09-24,49528,6963879,660,206172
2020-09-25,41641,7005520,903,207075
2020-09-26,45961,7051481,740,207815
2020-09-27,49615,7101096,778,208593
2020-09-28,42035,7143131,664,209257
2020-09-29,35551,7178682,502,209759
2020-09-30,38402,7217084,400,210159
2020-10-01,38881,7255965,795,210954
2020-10-02,45920,7301885,686,211640
2020-10-03,46624,7348509,733,212373
2020-10-04,50935,7399444,907,213280
2020-10-05,47727,7447171,565,213845
2020-10-06,35774,7482945,598,214443
2020-10-07,41602,7524547,508,214951
2020-10-08,41654,7566201,635,215586
2020-10-09,52594,7618795,782,216368
2020-10-10,56104,7674899,735,217103
2020-10-11,58794,7733693,792,217895
2020-10-12,54216,7787909,681,218576
2020-10-13,44423,7832332,573,219149
2020-10-14,49144,7881476,497,219646
2020-10-15,50497,7931973,652,220298
2020-10-16,57229,7989202,821,221119
2020-10-17,63046,8052248,697,221816
2020-10-18,69079,8121327,880,222696
2020-10-19,54548,8175875,693,223389
2020-10-20,48887,8224762,733,224122
2020-10-21,61362,8286124,612,224734
2020-10-22,58741,8344865,791,225525
2020-10-23,68657,8413522,1059,226584
2020-10-24,74903,8488425,916,227500
2020-10-25,82340,8570765,919,228419
2020-10-26,76181,8646946,836,229255
2020-10-27,65610,8712556,601,229856
2020-10-28,69584,8782140,682,230538
2020-10-29,74961,8857101,896,231434
2020-10-30,84410,8941511,1063,232497
2020-10-31,91130,9032641,1110,233607
2020-11-01,97518,9130159,908,234515
2020-11-02,92783,9222942,942,235457
2020-11-03,141582,9364524,708,236165
2020-11-04,87188,9451712,738,236903
2020-11-05,98499,9550211,1031,237934
2020-11-06,113875,9664086,1298,239232
2020-11-07,122830,9786916,1227,240459
2020-11-08,133337,9920253,1260,241719
2020-11-09,129810,10050063,1095,242814
2020-11-10,111648,10161711,882,243696
2020-11-11,124487,10286198,930,244626
2020-11-12,145951,10432149,1674,246300
2020-11-13,153660,10585809,1518,247818
2020-11-14,162300,10748109,1347,249165
2020-11-15,176989,10925098,1271,250436
2020-11-16,164239,11089337,1472,251908
2020-11-17,137564,11226901,1027,252935
2020-11-18,153374,11380275,1018,253953
2020-11-19,167352,11547627,1591,255544
2020-11-20,170904,11718531,1833,257377
2020-11-21,188681,11907212,1920,259297
2020-11-22,193369,12100581,1959,261256
2020-11-23,173861,12274442,1724,262980
2020-11-24,149783,12424225,1303,264283
2020-11-25,160411,12584636,1413,265696
2020-11-26,175183,12759819,1889,267585
2020-11-27,194100,12953919,2289,269874
2020-11-28,145029,13098948,1674,271548
2020-11-29,164034,13262982,1658,273206
2020-11-30,144575,13407557,1506,274712
2020-12-01,141072,13548629,1281,275993
2020-12-02,151905,13700534,1546,277539
2020-12-03,192718,13893252,2379,279918
2020-12-04,210074,14103326,2756,282674
2020-12-05,216782,14320108,2740,285414
2020-12-06,223806,14543914,2593,288007
2020-12-07,205575,14749489,2376,290383
2020-12-08,176909,14926398,1588,291971
2020-12-09,183091,15109489,1973,293944
2020-12-10,226982,15336471,2561,296505
2020-12-11,221251,15557722,3323,299828
2020-12-12,208835,15766557,2705,302533
2020-12-13,245839,16012396,3188,305721
2020-12-14,217153,16229549,2440,308161
2020-12-15,181275,16410824,2037,310198
2020-12-16,198204,16609028,1955,312153
2020-12-17,198650,16807678,2758,314911
2020-12-18,240266,17047944,3389,318300
2020-12-19,246505,17294449,3338,321638
2020-12-20,235875,17530324,2949,324587
2020-12-21,202289,17732613,2727,327314
2020-12-22,186429,17919042,2090,329404
2020-12-23,183553,18102595,2129,331533
2020-12-24,197759,18300354,2891,334424
2020-12-25,226200,18526554,3238,337662
2020-12-26,202550,18729104,3021,340683
2020-12-27,161342,18890446,2237,342920
2020-12-28,147119,19037565,1650,344570
2020-12-29,154342,19191907,1903,346473
2020-12-30,176774,19368681,2180,348653
2020-12-31,208904,19577585,3351,352004
2021-01-01,235818,19813403,3763,355767
2021-01-02,229492,20042895,3754,359521
2021-01-03,228546,20271441,3049,362570
2021-01-04,225318,20496759,2384,364954
2021-01-05,205458,20702217,2044,366998
2021-01-06,174314,20876531,2029,369027
2021-01-07,242441,21118972,3496,372523
2021-01-08,257750,21376722,3855,376378
2021-01-09,269765,21646487,3978,380356
2021-01-10,292105,21938592,3711,384067
2021-01-11,256294,22194886,3411,387478
2021-01-12,224484,22419370,2555,390033
2021-01-13,204122,22623492,2534,392567
2021-01-14,217776,22841268,3600,396167
2021-01-15,226378,23067646,4066,400233
2021-01-16,223583,23291229,3762,403995
2021-01-17,237318,23528547,3384,407379
2021-01-18,209511,23738058,3549,410928
2021-01-19,186583,23924641,2600,413528
2021-01-20,154205,24078846,2250,415778
2021-01-21,150233,24229079,2738,418516
2021-01-22,188266,24417345,3826,422342
2021-01-23,187644,24604989,3853,426195
2021-01-24,189419,24794408,3679,429874
2021-01-25,165512,24959920,3073,432947
2021-01-26,141554,25101474,2477,435424
2021-01-27,135591,25237065,2037,437461
2021-01-28,145943,25383008,3576,441037
2021-01-29,158965,25541973,3950,444987
2021-01-30,156822,25698795,3870,448857
2021-01-31,164238,25863033,3266,452123
2021-02-01,138823,26001856,2827,454950
2021-02-02,111938,26113794,2291,457241
2021-02-03,129043,26242837,2229,459470
2021-02-04,121330,26364167,2947,462417
2021-02-05,108669,26472836,3280,465697
2021-02-06,122620,26595456,3127,468824
2021-02-07,124827,26720283,3399,472223
2021-02-08,110180,26830463,2803,475026
2021-02-09,92931,26923394,1771,476797
2021-02-10,80726,27004120,1668,478465
2021-02-11,91417,27095537,2470,480935
2021-02-12,98339,27193876,2813,483748
2021-02-13,99548,27293424,3252,487000
2021-02-14,97431,27390855,5061,492061
2021-02-15,85221,27476076,3316,495377
2021-02-16,67413,27543489,1572,496949
2021-02-17,58066,27601555,1387,498336
2021-02-18,56871,27658426,1407,499743
2021-02-19,63770,27722196,2181,501924
2021-02-20,68568,27790764,2247,504171
2021-02-21,73576,27864340,2322,506493
2021-02-22,65510,27929850,1839,508332
2021-02-23,56628,27986478,1525,509857
2021-02-24,55821,28042299,1487,511344
2021-02-25,70162,28112461,1718,513062
2021-02-26,72358,28184819,1975,515037
2021-02-27,71998,28256817,2850,517887
2021-02-28,73274,28330091,1966,519853
2021-03-01,68298,28398389,1634,521487
2021-03-02,52570,28450959,1026,522513
2021-03-03,51114,28502073,1323,523836
2021-03-04,53761,28555834,1128,524964
2021-03-05,66043,28621877,1896,526860
2021-03-06,64859,28686736,1515,528375
2021-03-07,64094,28750830,1924,530299
2021-03-08,57710,28808540,1277,531576
2021-03-09,43758,28852298,895,532471
2021-03-10,42703,28895001,802,533273
2021-03-11,54088,28949089,1201,534474
2021-03-12,61755,29010844,1576,536050
2021-03-13,59764,29070608,1317,537367
2021-03-14,64222,29134830,1491,538858
2021-03-15,52274,29187104,958,539816
2021-03-16,47230,29234334,651,540467
2021-03-17,43532,29277866,693,541160
2021-03-18,51806,29329672,853,542013
2021-03-19,59588,29389260,1075,543088
2021-03-20,63099,29452359,956,544044
2021-03-21,62022,29514381,1078,545122
2021-03-22,58456,29572837,718,545840
2021-03-23,45228,29618065,553,546393
2021-03-24,48228,29666293,938,547331
2021-03-25,57684,29723977,753,548084
2021-03-26,68021,29791998,1126,549210
2021-03-27,65367,29857365,981,550191
2021-03-28,74834,29932199,1042,551233
2021-03-29,63203,29995402,851,552084
2021-03-30,53256,30048658,618,552702
2021-03-31,58014,30106672,548,553250
2021-04-01,61789,30168461,729,553979
2021-04-02,69567,30238028,948,554927
2021-04-03,73685,30311713,816,555743
2021-04-04,70446,30382159,842,556585
2021-04-05,63695,30445854,708,557293
2021-04-06,45722,30491576,532,557825
2021-04-07,56400,30547976,362,558187
2021-04-08,63657,30611633,749,558936
2021-04-09,74627,30686260,821,559757
2021-04-10,75434,30761694,867,560624
2021-04-11,76415,30838109,864,561488
2021-04-12,68111,30906220,740,562228
2021-04-13,53239,30959459,468,562696
2021-04-14,60435,31019894,533,563229
2021-04-15,72206,31092100,751,563980
2021-04-16,70654,31162754,782,564762
2021-04-17,71498,31234252,794,565556
2021-04-18,71074,31305326,807,566363
2021-04-19,77212,31382538,627,566990
2021-04-20,49337,31431875,499,567489
2021-04-21,35281,31467156,463,567952
2021-04-22,57318,31524474,746,568698
2021-04-23,63049,31587523,767,569465
2021-04-24,61479,31649002,784,570249
2021-04-25,62419,31711421,835,571084
2021-04-26,51698,31763119,654,571738
2021-04-27,40847,31803966,435,572173
2021-04-28,30199,31834165,467,572640
2021-04-29,50313,31884478,546,573186
2021-04-30,54396,31938874,832,574018
2021-05-01,55643,31994517,753,574771
2021-05-02,55311,32049828,806,575577
2021-05-03,48352,32098180,616,576193
2021-05-04,36593,32134773,500,576693
2021-05-05,32953,32167726,470,577163
2021-05-06,42552,32210278,674,577837
2021-05-07,44541,32254819,714,578551
2021-05-08,42692,32297511,671,579222
2021-05-09,44641,32342152,806,580028
2021-05-10,37021,32379173,609,580637
2021-05-11,27538,32406711,408,581045
2021-05-12,24383,32431094,395,581440
2021-05-13,33073,32464167,598,582038
2021-05-14,35784,32499951,679,582717
2021-05-15,40435,32540386,583,583300
2021-05-16,35116,32575502,701,584001
2021-05-17,29837,32605339,442,584443
2021-05-18,21375,32626714,437,584880
2021-05-19,19453,32646167,362,585242
2021-05-20,27639,32673806,610,585852
2021-05-21,27491,32701297,583,586435
2021-05-22,27948,32729245,541,586976
2021-05-23,27866,32757111,649,587625
2021-05-24,22224,32779335,409,588034
2021-05-25,16030,32795365,287,588321
2021-05-26,14761,32810126,555,588876
2021-05-27,24571,32834697,518,589394
2021-05-28,23475,32858172,517,589911
2021-05-29,21970,32880142,545,590456
2021-05-30,24780,32904922,703,591159
2021-05-31,15628,32920550,301,591460
2021-06-01,12350,32932900,254,591714
2021-06-02,9408,32942308,232,591946
2021-06-03,8935,32951243,332,592278
2021-06-04,16048,32967291,492,592770
2021-06-05,18151,32985442,478,593248
2021-06-06,18592,33004034,586,593834
2021-06-07,14734,33018768,394,594228
2021-06-08,11084,33029852,423,594651
2021-06-09,9898,33039750,322,594973
2021-06-10,14314,33054064,313,595286
2021-06-11,19640,33073704,387,595673
2021-06-12,15924,33089628,382,596055
2021-06-13,13971,33103599,403,596458
2021-06-14,12350,33115949,208,596666
2021-06-15,8721,33124670,152,596818
2021-06-16,8275,33132945,199,597017
2021-06-17,12616,33145561,316,597333
2021-06-18,13220,33158781,336,597669
2021-06-19,13484,33172265,279,597948
2021-06-20,11961,33184226,272,598220
2021-06-21,12350,33196576,251,598471
2021-06-22,9047,33205623,223,598694
2021-06-23,8568,33214191,266,598960
2021-06-24,13288,33227479,308,599268
2021-06-25,13841,33241320,326,599594
2021-06-26,15572,33256892,315,599909
2021-06-27,14971,33271863,412,600321
2021-06-28,13294,33285157,242,600563
2021-06-29,10676,33295833,173,600736
2021-06-30,10438,33306271,183,600919
2021-07-01,15514,33321785,282,601201
2021-07-02,11639,33333424,244,601445
2021-07-03,18586,33352010,289,601734
2021-07-04,16890,33368900,304,602038
2021-07-05,13189,33382089,152,602190
2021-07-06,10459,33392548,125,602315
2021-07-07,9147,33401695,103,602418
2021-07-08,19962,33421657,301,602719
2021-07-09,22636,33444293,250,602969
2021-07-10,183538,33627831,262,603231
2021-07-11,27579,33655410,316,603547
2021-07-12,20875,33676285,149,603696
2021-07-13,16722,33693007,119,603815
2021-07-14,28892,33721899,295,604110
2021-07-15,34978,33756877,337,604447
2021-07-16,38299,33795176,342,604789
2021-07-17,40555,33835731,319,605108
2021-07-18,42258,33877989,370,605478
2021-07-19,32139,33910128,183,605661
2021-07-20,27993,33938121,146,605807
2021-07-21,45195,33983316,284,606091
2021-07-22,51040,34034356,320,606411
2021-07-23,61313,34095669,399,606810
2021-07-24,71708,34167377,338,607148
2021-07-25,69639,34237016,414,607562
2021-07-26,53795,34290811,254,607816
2021-07-27,43206,34334017,249,608065
2021-07-28,71245,34405262,411,608476
2021-07-29,85805,34491067,499,608975
2021-07-30,89149,34580216,494,609469
2021-07-31,99367,34679583,495,609964
2021-08-01,104519,34784102,525,610489
2021-08-02,80567,34864669,395,610884
2021-08-03,61188,34925857,370,611254
2021-08-04,102409,35028266,656,611910
2021-08-05,110283,35138549,700,612610
2021-08-06,126833,35265382,741,613351
2021-08-07,127854,35393236,753,614104
2021-08-08,133922,35527158,838,614942
2021-08-09,120252,35647410,648,615590
2021-08-10,96790,35744200,527,616117
2021-08-11,93050,35837250,720,616837
2021-08-12,135427,35972677,961,617798
2021-08-13,143479,36116156,612,618410
2021-08-14,151161,36267317,973,619383
2021-08-15,146305,36413622,1196,620579
2021-08-16,139848,36553470,904,621483
2021-08-17,110712,36664182,679,622162
2021-08-18,108955,36773137,845,623007
2021-08-19,150448,36923585,1193,624200
2021-08-20,168162,37091747,1497,625697
2021-08-21,174382,37266129,1381,627078
2021-08-22,167459,37433588,1556,628634
2021-08-23,141824,37575412,1169,629803
2021-08-24,124481,37699893,899,630702
2021-08-25,120825,37820718,1205,631907
2021-08-26,162414,37983132,1655,633562
2021-08-27,176904,38160036,1658,635220
2021-08-28,186271,38346307,1760,636980
2021-08-29,182171,38528478,1837,638817
2021-08-30,150022,38678500,1460,640277
2021-08-31,115672,38794172,1183,641460
2021-09-01,138600,38932772,1243,642703
2021-09-02,176801,39109573,1807,644510
2021-09-03,197627,39307200,2015,646525
2021-09-04,183417,39490617,2028,648553
2021-09-05,182112,39672729,1973,650526
2021-09-06,141762,39814491,1490,652016
2021-09-07,123082,39937573,1324,653340
2021-09-08,116004,40053577,1092,654432
2021-09-09,114676,40168253,1522,655954
2021-09-10,171241,40339494,2119,658073
2021-09-11,183714,40523208,2246,660319
2021-09-12,172091,40695299,2292,662611
2021-09-13,153543,40848842,1739,664350
2021-09-14,113838,40962680,1140,665490
2021-09-15,118971,41081651,1352,666842
2021-09-16,162147,41243798,2413,669255
2021-09-17,163128,41406926,2499,671754
2021-09-18,167335,41574261,2108,673862
2021-09-19,158492,41732753,2339,676201
2021-09-20,122574,41855327,1589,677790
2021-09-21,94644,41949971,1194,678984
2021-09-22,98378,42048349,1368,680352
2021-09-23,132981,42181330,2345,682697
2021-09-24,132730,42314060,2350,685047
2021-09-25,138256,42452316,2073,687120
2021-09-26,132731,42585047,2465,689585
2021-09-27,96166,42681213,1435,691020
2021-09-28,75238,42756451,1019,692039
2021-09-29,107319,42863770,1957,693996
2021-09-30,115452,42979222,2155,696151
2021-10-01,116797,43096019,2253,698404
2021-10-02,124042,43220061,1962,700366
2021-10-03,120674,43340735,2211,702577
2021-10-04,81968,43422703,1287,703864
2021-10-05,66639,43489342,942,704806
2021-10-06,91816,43581158,1356,706162
2021-10-07,101799,43682957,2055,708217
2021-10-08,118223,43801180,2053,710270
2021-10-09,113038,43914218,1738,712008
2021-10-10,108501,44022719,2253,714261
2021-10-11,70589,44093308,1051,715312
2021-10-12,58449,44151757,1013,716325
2021-10-13,77961,44229718,1024,717349
2021-10-14,89638,44319356,1914,719263
2021-10-15,96312,44415668,1846,721109
2021-10-16,96871,44512539,1576,722685
2021-10-17,92417,44604956,2038,724723
2021-10-18,63002,44667958,892,725615
2021-10-19,47645,44715603,695,726310
2021-10-20,72322,44787925,2330,728640
2021-10-21,80595,44868520,1849,730489
2021-10-22,76534,44945054,1841,732330
2021-10-23,87571,45032625,1523,733853
2021-10-24,80874,45113499,1961,735814
2021-10-25,36114,45149613,654,736468
2021-10-26,28057,45177670,347,736815
2021-10-27,84460,45262130,1030,737845
2021-10-28,101787,45363917,2052,739897
2021-10-29,84199,45448116,1765,741662
2021-10-30,103121,45551237,1277,742939
2021-10-31,88448,45639685,1790,744729
2021-11-01,34950,45674635,453,745182
2021-11-02,25347,45699982,302,745484
2021-11-03,117847,45817829,1196,746680
2021-11-04,74593,45892422,1450,748130
2021-11-05,78766,45971188,1188,749318
2021-11-06,88850,46060038,1204,750522
2021-11-07,89858,46149896,1614,752136
2021-11-08,35987,46185883,476,752612
2021-11-09,31524,46217407,256,752868
2021-11-10,116391,46333798,1161,754029
2021-11-11,82883,46416681,1587,755616
2021-11-12,93749,46510430,1345,756961
2021-11-13,73647,46584077,970,757931
2021-11-14,122999,46707076,1734,759665
2021-11-15,69276,46776352,544,760209
2021-11-16,33593,46809945,217,760426
2021-11-17,133590,46943535,1080,761506
2021-11-18,96915,47040450,1464,762970
2021-11-19,105810,47146260,1442,764412
2021-11-20,123870,47270130,3867,768279
2021-11-21,113822,47383952,1662,769941
2021-11-22,46194,47430146,374,770315
2021-11-23,38751,47468897,177,770492
2021-11-24,145378,47614275,1177,771669
2021-11-25,101066,47715341,1560,773229
2021-11-26,106535,47821876,1374,774603
2021-11-27,72723,47894599,465,775068
2021-11-28,81747,47976346,563,775631
2021-11-29,51800,48028146,214,775845
2021-11-30,56537,48084683,193,776038
2021-12-01,93479,48178162,1663,777701
2021-12-02,120690,48298852,1622,779323
2021-12-03,133075,48431927,1727,781050
2021-12-04,143869,48575796,1244,782294
2021-12-05,151567,48727363,1641,783935
2021-12-06,67352,48794715,572,784507
2021-12-07,55314,48850029,281,784788
2021-12-08,184043,49034072,1288,786076
2021-12-09,125548,49159620,1832,787908
2021-12-10,129708,49289328,1480,789388
2021-12-11,137431,49426759,1162,790550
2021-12-12,135573,49562332,1971,792521
2021-12-13,63967,49626299,490,793011
2021-12-14,58109,49684408,306,793317
2021-12-15,185683,49870091,1312,794629
2021-12-16,125442,49995533,1908,796537
2021-12-17,146477,50142010,1900,798437
2021-12-18,162668,50304678,1115,799552
2021-12-19,156763,50461441,2034,801586
2021-12-20,87584,50549025,590,802176
2021-12-21,102213,50651238,286,802462
2021-12-22,266159,50917397,1467,803929
2021-12-23,203318,51120715,2259,806188
2021-12-24,237883,51358598,1854,808042
2021-12-25,278812,51637410,3177,811219
2021-12-26,241450,51878860,1368,812587
2021-12-27,115824,51994684,262,812849
2021-12-28,211284,52205968,266,813115
2021-12-29,464495,52670463,1786,814901
2021-12-30,389514,53059977,2331,817232
2021-12-31,474309,53534286,1823,819055
2022-01-01,584647,54118933,1334,820389
2022-01-02,471965,54590898,1344,821733
2022-01-03,302957,54893855,430,822163
2022-01-04,390858,55284713,374,822537
2022-01-05,902391,56187104,1672,824209
2022-01-06,732514,56919618,2840,827049
2022-01-07,702790,57622408,1846,828895
2022-01-08,798436,58420844,2088,830983
2022-01-09,852951,59273795,2466,833449
2022-01-10,448743,59722538,869,834318
2022-01-11,486541,60209079,699,835017
2022-01-12,1265520,61474599,1962,836979
2022-01-13,803539,62278138,3189,840168
2022-01-14,855880,63134018,2480,842648
2022-01-15,892303,64026321,2179,844827
2022-01-16,898407,64924728,3002,847829
2022-01-17,465957,65390685,1380,849209
